student_id,gender,class_level,age,attendance_pct,avg_marks,previous_failures,family_income_monthly,distance_to_school_km,guardian_education,single_parent,sibling_dropout,mobile_available,internet_access,scholarship,midday_meal,study_hours_per_day,health_risk,school_engagement_score,teacher_feedback_score,disciplinary_incidents,dropout_flag
2752,Female,6,12,94.4,82.9,0,23200,4.0,No Schooling,0,0,1,1,0,1,6.5,Low,48.8,30.5,0,0
2753,Female,8,13,56.6,66.8,0,5800,1.6,Secondary,0,1,1,0,1,1,5.3,Low,49.6,33.4,1,0
2754,Male,6,13,80.4,18.1,0,4500,1.0,Primary,1,0,1,0,1,1,2.5,Medium,22.3,18.6,3,0
2755,Female,10,14,60.3,59.2,0,3000,2.1,No Schooling,0,0,1,0,0,1,2.6,Low,20.5,29.8,0,0
2756,Female,9,13,83.3,63.4,0,3000,1.4,Secondary,0,0,0,0,0,1,3.6,Low,30.5,26.3,1,0
2757,Female,7,14,69.0,57.9,1,8100,2.1,No Schooling,0,0,1,0,1,1,3.1,Medium,39.2,18.6,1,0
2758,Female,7,12,78.8,40.8,0,15500,0.2,No Schooling,0,0,0,0,0,1,1.8,Low,25.9,11.4,1,0
2759,Female,7,14,83.5,51.4,0,10000,1.5,Secondary,0,0,1,0,0,1,1.9,Low,48.5,32.0,1,0
2760,Female,7,14,81.3,86.4,0,7300,6.0,Graduate,0,0,1,0,0,1,3.4,Low,22.6,24.9,0,0
2761,Female,9,16,89.2,64.9,0,21100,3.7,No Schooling,1,0,0,1,0,1,6.2,High,55.9,40.5,0,1
2762,Female,8,14,82.2,49.6,1,23300,1.2,Secondary,1,0,1,1,0,0,5.5,Low,49.5,31.9,1,1
2763,Male,7,13,81.8,41.4,5,4200,4.5,Secondary,0,0,1,0,0,1,4.0,Medium,23.3,30.9,0,1
2764,Male,9,15,88.5,83.0,5,9300,2.5,Primary,0,0,1,0,0,1,3.9,Low,60.3,35.2,1,1
2765,Male,8,14,89.4,83.3,0,8900,5.0,Primary,0,0,0,0,0,1,1.1,Low,44.6,45.5,0,0
2766,Female,6,11,82.2,86.5,1,6500,1.5,Primary,0,0,0,0,1,1,5.7,Low,28.9,21.6,0,0
2767,Male,6,13,62.9,41.5,3,11200,1.2,Higher Secondary,0,0,0,0,0,0,1.9,High,52.7,20.6,0,1
2768,Female,7,11,68.4,100.0,0,23000,2.8,Graduate,0,0,0,0,1,1,5.6,Low,37.9,53.9,0,0
2769,Female,8,13,80.8,84.0,2,3000,1.1,No Schooling,0,1,0,0,0,1,8.0,Medium,49.2,50.6,1,0
2770,Female,6,11,88.3,62.8,0,9500,1.8,No Schooling,0,0,0,0,0,1,1.4,Low,39.2,30.1,0,0
2771,Male,8,15,63.3,100.0,5,9000,3.9,Primary,0,0,0,0,0,1,5.2,Low,47.8,44.9,0,0
2772,Female,7,12,90.8,95.0,1,6800,0.2,Secondary,0,0,0,0,1,1,4.1,Low,55.1,55.1,0,0
2773,Female,9,13,88.4,47.9,1,13900,2.1,Secondary,0,0,1,0,0,0,3.4,Low,34.7,9.5,0,0
2774,Male,6,13,83.4,77.1,1,6700,5.6,Higher Secondary,0,0,1,1,0,1,6.2,Medium,38.2,21.6,0,0
2775,Female,8,13,77.2,98.4,3,4900,8.3,Higher Secondary,1,0,0,0,0,1,5.3,Medium,33.2,31.1,0,0
2776,Male,6,12,87.2,68.5,0,14200,3.9,Primary,1,0,1,0,0,1,3.2,High,30.0,28.7,2,0
2777,Female,7,14,59.0,25.9,0,3300,1.2,Higher Secondary,1,0,0,0,0,1,1.4,Low,43.8,30.4,0,0
2778,Male,6,13,89.0,63.3,0,5000,4.2,Primary,0,0,1,0,0,1,3.9,Low,35.1,29.5,0,0
2779,Male,8,13,62.2,78.0,5,4500,1.4,Graduate,1,0,0,0,1,1,5.8,Low,34.9,41.9,0,1
2780,Male,9,13,62.7,42.9,5,26600,3.5,Primary,0,0,1,0,0,1,2.4,High,32.4,3.4,1,1
2781,Male,6,13,82.4,56.1,0,9000,0.8,Primary,0,0,1,1,0,1,4.3,Low,29.6,20.5,1,0
2782,Male,9,14,52.3,51.0,0,3100,0.9,Secondary,0,1,1,0,0,1,5.3,Low,40.8,25.9,0,0
2783,Female,8,15,64.8,77.5,2,9700,0.6,No Schooling,0,0,1,0,0,1,4.8,Medium,31.3,39.3,1,0
2784,Male,8,15,85.2,92.9,1,3700,0.5,Higher Secondary,0,0,0,0,0,0,4.6,Low,23.4,37.0,1,0
2785,Male,8,13,62.7,45.5,1,9900,1.6,Higher Secondary,1,0,0,0,1,0,3.2,Low,50.5,23.2,0,0
2786,Female,7,11,85.0,47.0,1,3200,0.8,Secondary,0,0,1,1,1,1,1.7,Low,40.3,27.9,0,1
2787,Female,9,14,56.9,62.2,0,3000,3.6,Primary,0,0,1,0,0,1,6.1,Low,35.4,13.8,0,0
2788,Female,9,13,81.8,47.1,0,13400,1.5,Secondary,0,0,0,0,0,1,3.2,Low,28.0,14.0,1,0
2789,Female,9,14,72.3,55.8,0,5200,0.9,Graduate,0,1,1,0,1,1,3.0,Medium,24.1,18.2,0,1
2790,Male,7,12,76.2,74.0,1,19500,5.0,No Schooling,1,0,0,1,1,0,3.0,Medium,50.6,19.8,0,0
2791,Female,9,15,69.7,91.9,1,3000,1.7,Primary,0,0,1,0,1,1,8.0,Low,47.5,36.8,0,0
2792,Male,6,10,81.1,23.6,1,12100,0.6,Higher Secondary,0,0,1,0,0,0,2.5,Medium,44.5,29.0,0,0
2793,Female,8,15,72.6,40.1,0,5700,0.6,Secondary,1,0,1,1,0,0,1.7,Low,34.4,48.9,0,0
2794,Female,6,10,73.1,32.5,1,13500,2.1,No Schooling,1,0,1,0,0,1,1.2,Low,26.8,32.5,0,0
2795,Female,6,13,67.8,25.3,0,6000,0.3,Secondary,0,0,1,0,0,1,4.1,Low,31.9,8.7,0,1
2796,Female,9,14,68.6,55.4,1,12400,2.2,Primary,0,0,0,0,1,1,4.4,High,26.4,7.1,0,1
2797,Female,10,15,70.2,68.8,0,6700,4.9,Higher Secondary,0,0,0,0,0,1,4.8,Low,35.6,30.2,0,0
2798,Male,6,13,86.4,87.5,0,8700,7.1,Secondary,0,0,1,0,1,1,6.3,Medium,49.4,43.3,3,0
2799,Female,8,14,76.1,35.0,1,20300,0.4,Secondary,0,0,1,0,1,0,2.3,Low,50.4,16.1,0,0
2800,Female,9,13,85.4,76.0,0,8400,0.3,Primary,0,0,0,0,0,1,4.9,Medium,46.4,39.6,0,0
2801,Female,10,16,98.6,71.1,1,5200,2.9,Secondary,0,0,1,0,1,1,5.7,Medium,37.8,35.0,1,0
2802,Male,9,15,80.1,26.9,2,4200,6.4,Graduate,0,0,1,1,1,1,3.9,Low,49.3,21.9,1,0
2803,Male,6,13,82.5,67.3,0,11400,0.6,Primary,0,0,0,1,0,1,4.0,Medium,25.2,34.6,0,0
2804,Female,6,12,75.3,66.3,0,17800,4.4,Primary,1,0,1,0,0,1,4.2,High,50.4,29.6,0,0
2805,Male,9,16,82.5,65.9,2,12900,10.2,Primary,1,0,1,1,1,1,5.0,Medium,55.8,41.2,0,1
2806,Male,6,12,56.4,30.0,0,27400,13.4,Graduate,0,0,0,0,0,0,3.9,Low,51.4,36.2,0,0
2807,Male,10,14,96.1,65.8,0,10000,0.1,Primary,1,0,0,1,0,1,3.6,Low,35.4,18.6,1,0
2808,Female,10,16,82.4,29.9,2,5500,4.2,Primary,0,0,1,0,1,0,2.0,Low,44.8,12.7,0,0
2809,Male,10,17,87.9,76.7,0,21100,2.0,Graduate,0,1,0,0,1,0,5.5,Low,32.0,15.8,0,0
2810,Male,7,11,94.2,87.4,0,3200,1.3,Secondary,0,0,0,0,0,0,4.6,Low,55.6,55.4,1,0
2811,Male,9,14,81.9,46.6,0,4600,1.0,Higher Secondary,0,1,0,0,0,1,4.9,Medium,37.3,25.2,0,0
2812,Female,9,13,76.5,93.7,4,8600,3.8,Graduate,0,0,0,0,1,0,5.6,Low,61.6,53.7,0,0
2813,Female,6,13,52.3,43.4,0,4000,1.1,No Schooling,0,1,0,1,1,1,3.0,High,29.0,12.8,0,0
2814,Male,7,13,85.5,61.0,0,11800,3.7,Higher Secondary,0,0,1,0,0,1,4.2,Low,45.5,31.5,0,0
2815,Male,6,12,63.3,52.8,0,6000,0.3,Higher Secondary,0,0,0,0,0,1,5.1,Low,20.0,18.2,0,1
2816,Female,7,14,71.7,100.0,4,17000,2.5,No Schooling,1,0,1,0,0,0,4.2,High,35.8,59.1,0,1
2817,Male,10,17,82.6,65.6,0,11400,0.6,Secondary,0,0,1,0,1,1,3.8,Low,43.7,47.0,1,0
2818,Female,10,15,79.9,100.0,3,30500,1.2,Secondary,0,0,0,0,0,1,6.8,Medium,38.5,18.6,0,1
2819,Male,7,14,80.4,64.0,0,3000,1.6,Primary,0,0,0,0,1,1,3.4,Medium,49.6,35.9,1,0
2820,Female,8,13,91.6,49.1,0,11300,0.1,Primary,0,0,1,0,0,0,3.6,Low,31.5,38.5,1,1
2821,Male,6,13,89.6,99.1,1,8900,1.1,Primary,0,0,1,1,0,1,5.7,Low,39.5,28.2,1,0
2822,Female,7,14,93.5,82.6,0,8800,0.2,Higher Secondary,0,0,1,1,0,1,7.3,Low,53.5,29.8,0,0
2823,Male,6,10,51.9,42.6,0,6100,6.2,No Schooling,0,0,0,0,0,0,3.8,Medium,48.4,24.6,0,0
2824,Female,9,16,62.5,80.5,2,10200,6.5,Higher Secondary,0,0,1,0,0,1,4.1,Low,31.8,18.9,1,0
2825,Female,9,15,90.6,100.0,0,3000,0.4,Primary,1,0,0,1,0,1,8.0,High,49.6,63.6,0,0
2826,Female,10,17,80.2,64.0,2,3000,1.3,Secondary,0,0,0,0,1,1,2.4,Medium,42.1,43.2,0,0
2827,Male,10,14,90.7,78.9,4,4500,4.9,Higher Secondary,0,0,1,0,0,0,3.9,High,71.2,36.0,0,1
2828,Male,6,12,82.0,55.9,0,3000,0.1,Higher Secondary,0,0,1,0,0,1,3.1,Medium,36.8,18.7,0,1
2829,Female,9,13,64.4,43.4,0,10600,1.5,Primary,1,0,0,0,0,1,0.0,Low,30.8,32.5,0,1
2830,Female,6,13,81.3,55.8,0,4000,1.6,No Schooling,1,0,0,0,1,1,1.3,Medium,44.8,27.1,0,0
2831,Male,7,14,52.3,41.1,2,7700,0.7,Higher Secondary,0,0,0,0,0,1,3.0,Low,26.9,26.5,0,0
2832,Male,8,14,83.0,64.7,0,9800,2.1,Primary,0,1,0,0,0,1,5.1,Low,50.5,58.3,0,0
2833,Male,6,10,94.8,61.7,0,7200,4.7,Higher Secondary,0,0,0,1,0,1,4.1,Medium,31.3,31.0,0,0
2834,Female,6,12,84.5,80.9,2,12700,1.1,No Schooling,0,0,0,0,1,1,6.3,Medium,46.1,41.4,1,0
2835,Female,7,12,85.2,97.0,0,5700,5.0,Primary,0,0,0,0,0,1,6.2,Low,35.8,67.5,0,0
2836,Female,6,13,60.1,48.7,0,7600,1.4,Secondary,1,0,1,0,0,1,2.9,Low,28.1,42.4,0,1
2837,Female,10,14,63.4,61.3,1,5600,2.6,Secondary,0,1,0,0,0,1,4.2,Low,49.7,34.9,1,1
2838,Male,7,12,43.1,30.3,1,15300,1.7,Secondary,0,1,0,0,1,1,3.5,Low,19.1,25.0,0,0
2839,Male,8,13,93.0,66.5,0,3100,0.9,Secondary,0,0,1,0,0,1,4.6,High,41.2,26.9,1,0
2840,Male,10,17,98.9,76.7,0,10300,1.1,Primary,1,0,0,0,1,0,5.3,Low,53.7,25.4,1,0
2841,Female,8,13,66.3,46.0,0,23300,2.5,Graduate,0,0,1,1,0,1,5.0,Low,22.6,8.2,0,0
2842,Male,7,14,85.5,100.0,1,11100,1.8,Secondary,0,1,0,0,0,0,7.7,Low,61.6,37.3,1,0
2843,Male,10,17,78.7,100.0,0,5200,4.5,No Schooling,0,0,0,0,1,1,4.3,Low,50.2,40.5,0,0
2844,Male,7,13,72.8,26.4,0,10100,3.2,Graduate,0,0,0,0,0,1,0.0,Low,24.2,10.0,0,0
2845,Male,6,10,67.4,65.0,0,5000,2.2,No Schooling,0,1,0,0,0,0,2.6,Low,35.2,18.8,0,0
2846,Female,8,12,59.4,67.7,0,17000,0.8,Graduate,1,0,0,0,0,1,3.7,Low,19.1,30.1,0,0
2847,Male,7,11,55.3,37.1,0,10900,5.0,No Schooling,0,0,1,1,0,1,3.6,High,41.8,0.0,0,0
2848,Male,9,16,86.3,95.2,0,8900,3.6,Primary,0,0,0,0,1,1,5.0,High,48.8,51.6,0,0
2849,Female,6,12,74.5,54.9,0,21300,0.2,Secondary,0,1,0,0,0,0,1.1,Medium,44.7,34.4,1,0
2850,Male,8,13,84.8,82.5,0,8400,0.2,Primary,0,0,0,0,0,1,5.4,Low,43.3,14.8,1,0
2851,Male,9,15,90.0,65.6,4,3000,4.3,Primary,0,0,0,0,0,1,4.6,Low,51.4,25.8,1,0
2852,Male,10,16,67.3,27.4,0,8300,2.6,Primary,0,0,1,0,1,0,1.6,Medium,34.8,10.7,0,0
2853,Female,6,13,73.3,44.0,0,6500,2.6,Primary,0,1,1,0,1,1,6.1,Low,52.0,22.8,0,1
2854,Male,7,11,92.5,100.0,1,7800,2.1,Primary,0,0,1,0,1,1,5.9,Medium,58.7,51.1,0,0
2855,Female,10,14,95.5,100.0,3,11300,0.8,Primary,0,0,0,0,0,0,4.6,Low,48.8,31.6,0,1
2856,Female,9,16,81.9,37.4,0,13000,0.4,Secondary,0,0,0,0,0,1,3.9,Medium,63.9,26.1,0,0
2857,Female,6,11,92.9,71.1,0,3700,3.5,Primary,0,0,0,0,0,1,5.2,Low,39.9,27.2,0,0
2858,Male,6,13,83.3,68.8,1,8100,0.4,Graduate,0,0,1,0,0,0,4.7,Low,30.7,39.1,0,0
2859,Female,9,16,66.6,49.2,0,6900,5.0,Higher Secondary,0,0,1,1,1,1,4.7,Low,45.1,28.6,0,1
2860,Male,8,12,78.4,89.3,0,9200,5.7,Graduate,0,0,1,0,1,1,5.0,Low,39.1,44.8,1,0
2861,Male,8,13,65.6,33.6,0,10600,3.5,No Schooling,0,1,0,0,0,1,3.0,Low,30.3,0.9,1,0
2862,Female,10,16,75.3,52.1,2,7600,0.2,Graduate,0,0,0,0,1,1,4.0,Medium,52.9,43.3,1,0
2863,Male,7,11,86.5,59.7,0,3400,0.2,Primary,0,0,0,1,0,1,4.6,Low,55.9,40.5,0,0
2864,Male,6,13,65.4,54.1,1,7400,0.2,Primary,0,0,1,0,0,0,6.1,Medium,23.7,23.2,0,0
2865,Male,8,12,85.0,69.8,2,18000,4.5,Primary,0,1,1,0,1,1,6.7,Low,44.7,18.5,0,0
2866,Male,10,14,81.8,76.5,0,3600,2.7,Secondary,0,0,0,0,0,1,2.8,Low,52.3,25.9,0,0
2867,Male,7,13,83.4,75.0,1,20600,0.2,No Schooling,1,0,0,0,0,1,5.5,Medium,42.3,41.1,0,0
2868,Female,9,13,95.5,100.0,1,3000,2.6,Graduate,0,0,1,1,1,1,4.7,Low,92.6,52.9,0,0
2869,Female,6,12,80.5,53.1,0,9100,2.5,No Schooling,0,0,0,0,1,0,3.3,Medium,50.5,37.0,0,0
2870,Male,6,11,92.0,72.9,0,5200,2.2,No Schooling,0,0,1,0,0,0,3.9,Medium,42.3,49.7,0,0
2871,Female,10,15,67.0,60.8,3,7800,3.4,Secondary,1,0,0,0,1,1,5.9,Low,39.9,17.9,0,0
2872,Male,6,13,63.8,54.2,3,13200,2.4,Primary,0,0,1,0,0,1,5.3,Low,61.5,26.3,0,0
2873,Male,6,10,82.0,54.8,0,15300,3.1,Primary,0,0,0,0,1,0,3.1,Medium,43.0,16.0,3,0
2874,Male,9,14,87.7,93.0,0,19400,3.3,Secondary,0,0,1,1,1,1,4.3,Medium,60.2,61.3,0,0
2875,Male,7,11,67.0,48.7,0,3000,10.0,Primary,0,0,0,0,1,0,3.4,Low,25.0,52.7,0,0
2876,Male,7,11,79.6,86.0,2,4300,3.1,No Schooling,0,0,0,0,0,0,3.7,Medium,31.8,43.9,1,0
2877,Male,9,13,68.6,47.5,3,5300,12.7,No Schooling,0,0,1,0,0,1,3.6,Low,26.2,21.2,1,1
2878,Male,6,11,86.5,63.6,0,4700,1.6,Primary,1,0,1,1,1,1,2.7,Low,32.2,8.4,1,0
2879,Female,9,14,79.1,80.8,1,10600,0.9,Secondary,0,0,1,1,0,0,5.1,Low,37.7,31.9,0,0
2880,Male,7,12,79.8,78.8,0,13800,3.1,Secondary,1,0,1,0,0,1,4.5,Low,36.0,22.9,0,0
2881,Male,6,10,68.9,33.7,0,3000,0.8,Primary,1,0,1,0,0,1,1.8,Low,7.7,10.0,1,1
2882,Male,9,13,55.4,28.3,0,3700,1.2,Primary,1,0,0,0,0,1,2.7,Low,23.0,30.9,0,0
2883,Female,7,11,75.7,96.5,0,7000,1.4,Primary,0,0,0,0,1,1,5.1,Low,54.0,40.9,2,0
2884,Male,10,16,89.7,34.1,0,7800,1.5,Graduate,0,0,0,0,1,1,0.5,Medium,51.2,25.7,0,0
2885,Female,10,17,69.1,24.2,1,23800,2.6,Secondary,1,0,0,0,0,1,2.2,Low,41.6,31.9,1,0
2886,Male,10,14,97.1,68.9,1,3300,3.7,Higher Secondary,0,0,1,0,0,0,5.1,Medium,62.6,35.0,0,0
2887,Male,7,11,73.3,44.7,4,5400,4.5,Graduate,1,0,0,0,0,1,2.3,Low,25.2,45.9,0,0
2888,Female,7,14,75.1,75.6,1,19600,9.7,Primary,0,0,0,0,0,1,5.2,High,53.2,38.5,0,0
2889,Male,10,16,64.6,27.5,0,5500,0.9,Primary,0,0,1,0,0,0,4.3,Low,22.4,2.7,1,0
2890,Male,8,14,83.5,77.6,1,13100,9.5,Secondary,0,1,0,1,0,1,4.2,Low,26.7,28.4,0,0
2891,Male,9,13,96.8,83.9,0,5600,2.2,Secondary,0,0,1,1,0,0,7.1,Low,26.1,38.4,2,0
2892,Female,10,17,66.7,26.0,0,6500,4.3,Primary,0,0,0,1,0,1,2.5,Low,36.0,12.2,0,0
2893,Female,7,13,89.2,87.1,3,11700,1.8,Secondary,1,1,1,0,1,0,6.6,Medium,43.8,19.5,0,0
2894,Female,6,10,78.6,95.8,0,6500,1.2,Primary,0,0,0,0,1,1,3.6,Low,35.2,57.1,1,0
2895,Female,8,12,64.0,31.9,0,4700,0.1,Higher Secondary,1,0,0,0,1,0,2.4,Medium,43.0,25.2,0,0
2896,Male,8,14,79.2,65.4,3,12800,0.1,Graduate,0,0,0,0,1,1,2.4,Low,41.9,31.1,0,0
2897,Female,7,14,98.5,15.8,1,4200,2.2,No Schooling,0,0,0,1,0,1,5.6,Medium,35.2,35.4,0,0
2898,Male,8,15,77.2,78.8,0,13300,1.1,No Schooling,0,0,1,1,0,1,2.9,Low,34.5,38.4,0,0
2899,Female,9,15,82.6,59.7,0,6100,4.3,Primary,0,0,0,0,0,1,3.6,Low,55.5,27.3,1,1
2900,Male,7,13,92.1,54.9,0,4100,3.2,Higher Secondary,1,0,1,0,0,1,3.1,Low,58.3,11.8,0,0
2901,Male,7,13,62.3,31.4,2,14100,0.8,Graduate,1,0,0,1,1,1,3.4,Medium,33.4,14.7,1,0
2902,Female,9,13,76.9,48.0,2,5700,0.6,Secondary,0,0,1,0,0,1,3.9,Low,47.9,21.7,0,0
2903,Male,9,14,76.9,60.6,3,6800,1.6,Higher Secondary,0,0,1,0,0,1,3.6,Low,54.1,25.9,0,0
2904,Female,10,14,83.5,96.0,2,3000,0.5,Primary,0,0,1,0,1,0,7.3,High,52.8,54.2,0,0
2905,Male,6,13,84.3,24.5,0,3400,0.7,Primary,0,0,1,0,1,1,2.8,Low,16.6,12.8,1,0
2906,Female,10,16,87.6,86.7,0,17600,6.0,No Schooling,0,0,0,0,1,1,5.0,Low,43.1,42.4,2,0
2907,Female,9,16,76.0,100.0,2,8900,0.9,No Schooling,0,0,1,0,1,0,6.2,Medium,42.5,36.3,0,0
2908,Male,9,14,74.4,99.5,0,17500,1.8,Primary,0,0,0,0,1,1,6.6,Medium,40.5,9.8,0,0
2909,Female,7,14,63.3,95.8,0,7300,2.2,No Schooling,0,0,1,0,0,1,5.7,Low,46.0,48.8,0,0
2910,Female,6,13,82.8,62.1,1,8300,0.1,No Schooling,1,0,0,1,0,1,5.2,Low,48.4,39.3,0,0
2911,Female,8,14,86.3,67.4,2,25100,5.2,Graduate,0,0,0,0,0,1,2.7,Low,45.3,36.8,0,0
2912,Male,7,14,78.0,17.6,2,10600,3.3,Secondary,0,0,0,0,0,1,1.3,Low,21.5,9.7,1,0
2913,Female,7,13,76.2,68.9,0,24800,4.5,Primary,0,0,0,0,0,1,2.9,Low,52.5,43.4,0,0
2914,Female,10,16,85.5,94.6,0,5700,3.4,No Schooling,0,0,1,0,0,1,8.0,Low,64.5,23.1,0,0
2915,Male,6,10,97.8,46.8,0,6600,10.9,Primary,0,1,0,0,0,1,3.1,Low,45.4,40.0,0,0
2916,Male,10,17,82.8,51.0,2,4600,0.6,No Schooling,0,0,1,0,1,0,4.0,Low,34.2,27.6,1,1
2917,Male,8,12,72.2,75.4,0,11600,7.2,No Schooling,0,0,1,1,1,1,5.4,Medium,37.5,27.0,0,0
2918,Female,10,16,62.3,43.2,0,4200,2.4,Higher Secondary,1,0,0,1,1,1,1.9,Medium,51.6,19.0,0,0
2919,Male,7,13,96.4,100.0,0,25600,3.2,Graduate,1,1,1,0,1,1,5.5,Low,81.1,48.0,0,0
2920,Female,9,13,70.7,72.9,1,3000,0.7,Primary,0,1,1,0,0,1,4.7,Low,29.3,35.6,0,0
2921,Female,8,15,82.3,77.0,1,7800,4.9,Higher Secondary,1,0,1,0,0,1,3.5,Low,31.6,38.7,0,0
2922,Male,10,14,74.1,92.8,1,5200,0.5,Primary,0,0,0,0,0,0,5.8,Low,51.4,47.9,0,0
2923,Male,6,12,73.5,62.7,0,9400,0.4,Graduate,0,0,0,0,0,1,5.0,Low,35.9,39.1,0,0
2924,Female,6,13,73.2,71.2,1,4600,3.3,Higher Secondary,0,0,0,0,0,0,7.1,Low,35.6,21.7,0,1
2925,Male,10,14,76.1,51.2,0,9200,5.8,Higher Secondary,0,0,1,0,1,0,3.8,Low,37.3,0.0,2,0
2926,Female,6,11,87.1,26.4,0,10500,0.5,No Schooling,0,0,0,0,0,1,3.1,High,15.6,0.2,0,1
2927,Female,9,15,61.2,41.0,2,11600,0.5,Secondary,0,0,1,0,1,1,2.4,Medium,41.7,18.6,2,1
2928,Female,6,13,84.6,100.0,0,27200,0.6,Graduate,0,0,1,1,1,1,4.5,High,52.9,50.7,0,0
2929,Male,6,11,89.3,1.3,3,7600,3.4,Higher Secondary,0,0,1,0,1,0,6.6,Low,48.3,26.4,0,0
2930,Female,8,12,80.3,60.5,2,6500,9.7,Graduate,1,0,0,1,0,1,4.6,Low,49.1,25.0,0,0
2931,Female,8,12,71.3,47.4,0,6900,1.1,Graduate,1,0,0,1,1,1,2.9,Medium,4.4,20.4,0,0
2932,Male,8,12,87.7,35.1,0,3000,0.7,Primary,0,0,1,0,1,1,0.8,Low,24.4,34.0,1,0
2933,Female,8,15,79.3,88.3,1,15500,1.1,No Schooling,0,0,0,0,0,1,5.5,Low,43.0,39.6,0,0
2934,Female,9,16,84.2,89.2,1,4000,1.4,Primary,1,0,0,0,0,1,6.2,Low,44.5,45.0,0,0
2935,Female,10,15,87.4,60.7,0,16600,1.1,Secondary,0,0,0,0,0,1,3.9,High,41.4,29.6,0,0
2936,Male,7,14,94.0,47.2,0,4300,3.1,Secondary,0,0,0,0,1,1,5.4,Medium,32.8,18.2,0,0
2937,Male,7,14,73.0,9.4,0,3000,1.6,Primary,0,0,1,0,0,1,0.0,Low,0.1,0.0,0,0
2938,Male,7,14,80.5,55.5,0,3000,0.9,No Schooling,0,0,0,0,1,1,1.8,Low,29.9,20.2,0,0
2939,Male,9,13,88.0,29.7,3,14700,3.7,No Schooling,0,0,1,0,0,0,2.9,Low,33.8,13.4,0,0
2940,Male,7,11,69.1,78.0,2,19600,0.9,Primary,1,0,0,0,0,1,4.4,Medium,50.3,38.1,1,0
2941,Female,9,15,79.2,67.0,2,10300,1.0,Primary,0,0,0,0,0,1,3.7,Low,46.4,12.2,0,0
2942,Male,8,13,96.4,34.4,0,3900,2.5,Graduate,0,0,1,0,1,1,1.5,Low,50.5,12.7,0,0
2943,Female,8,12,95.2,91.5,0,3500,1.9,Higher Secondary,0,0,0,0,1,0,5.5,Medium,60.4,23.2,0,0
2944,Male,10,16,78.5,44.1,4,5800,4.8,Primary,0,0,0,0,1,1,5.8,Medium,35.1,13.3,1,0
2945,Male,8,13,98.0,100.0,0,15100,0.1,Primary,1,0,0,0,0,1,5.6,Low,54.2,48.6,0,0
2946,Male,8,15,87.3,100.0,1,6600,4.4,Primary,0,0,0,0,0,1,5.7,Low,38.6,22.9,1,0
2947,Male,7,13,83.0,72.2,1,3000,2.5,Primary,0,0,0,0,0,0,5.3,Low,59.5,40.4,0,0
2948,Female,8,12,90.5,100.0,0,4300,0.1,Primary,0,0,0,0,0,1,4.8,Low,69.2,33.8,0,0
2949,Female,7,14,68.7,77.2,0,9100,4.1,Primary,0,0,1,0,0,0,3.7,High,35.6,42.8,1,0
2950,Female,10,16,81.8,52.8,0,18600,8.5,No Schooling,0,0,0,0,1,1,4.6,Low,60.4,17.2,0,0
2951,Male,7,12,87.1,84.4,3,12400,3.0,Higher Secondary,0,0,1,0,1,1,5.9,Low,62.5,55.9,0,0
2952,Female,6,10,84.4,38.4,1,4400,1.4,No Schooling,0,0,0,0,0,1,3.0,Low,64.5,36.2,0,0
2953,Male,7,13,92.5,80.0,4,7800,1.9,Higher Secondary,1,0,0,0,1,1,4.3,Low,43.9,38.6,0,1
2954,Female,8,14,84.5,70.3,0,44963,0.1,Graduate,0,0,1,0,1,1,3.7,Low,39.2,23.2,1,0
2955,Male,10,17,74.3,81.3,0,7700,1.0,Secondary,0,0,0,1,0,1,3.5,Low,38.5,46.5,0,0
2956,Male,7,11,75.6,44.4,1,3000,6.4,Secondary,1,0,0,0,1,1,2.5,Low,43.9,34.5,2,0
2957,Male,7,12,63.0,34.5,0,4900,1.5,No Schooling,0,0,0,0,0,1,2.0,Low,22.6,35.0,0,0
2958,Male,7,14,87.3,61.0,1,3000,2.5,Primary,0,1,0,0,1,1,5.3,Low,25.5,20.1,0,0
2959,Male,10,16,62.7,65.6,0,9900,2.6,Primary,0,0,0,0,0,1,1.3,Low,41.0,25.9,1,0
2960,Female,10,14,86.6,83.0,0,20100,0.7,Higher Secondary,0,0,0,1,0,0,3.3,Low,27.9,29.6,1,0
2961,Female,6,13,81.5,15.6,0,22500,0.1,Primary,0,0,1,1,0,1,3.2,Low,43.0,23.2,0,0
2962,Female,8,14,87.1,100.0,1,7600,5.3,Primary,0,1,0,0,0,1,7.0,Low,14.0,30.9,1,0
2963,Male,9,14,72.1,33.2,0,4300,1.5,Graduate,1,0,1,0,1,1,0.6,Low,42.3,21.2,1,0
2964,Female,9,16,85.0,61.9,1,6900,9.3,Secondary,0,0,1,0,1,1,3.1,Low,18.2,34.7,0,0
2965,Male,8,14,88.1,70.6,0,8900,1.5,Secondary,0,0,0,0,1,1,2.5,Low,62.5,26.6,2,1
2966,Female,9,14,96.9,28.4,0,19100,5.5,Secondary,0,0,0,0,0,1,0.9,Medium,41.0,13.9,0,1
2967,Male,8,15,88.8,32.6,2,10400,0.4,Secondary,0,0,0,0,1,1,0.6,Low,34.1,30.2,0,0
2968,Male,6,11,79.1,79.3,3,3000,1.9,Secondary,0,1,1,1,0,0,5.1,Low,36.3,27.0,0,0
2969,Female,6,10,79.8,90.1,0,14100,15.0,Primary,0,0,1,1,0,1,6.3,Low,52.1,61.4,1,0
